Armado;Entidad;Cliente.Destino;Nombre;FechaAlta;FechaFin;PCC;FechaPCC;Delivery;ID.Cliente;Estado;Observación;Ud.Pedidas;Ud.Preparadas
15677;10316;C000003             ;FARMACIA PERLES S.A.               ;27/05/2020                    ;28/05/2020                    ;1831;29/05/2020                    ;7602                ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;6.0;0.0
15678;10316;C000003             ;FARMACIA PERLES S.A.               ;27/05/2020                    ;28/05/2020                    ;1831;29/05/2020                    ;7603                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;6.0;4.0
15679;10317;C000004             ;ORIEN S.A. - FCIA ORIEN            ;27/05/2020                    ;28/05/2020                    ;1832;29/05/2020                    ;7604                ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;6.0;6.0
15680;10317;C000004             ;ORIEN S.A. - FCIA ORIEN            ;27/05/2020                    ;28/05/2020                    ;1832;29/05/2020                    ;7605                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;10.0;10.0
15685;12041;E0000001            ;ECOMMERCE PENALTY                  ;28/05/2020                    ;28/05/2020                    ;1844;01/06/2020                    ;00006274            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15686;12041;E0000001            ;ECOMMERCE PENALTY                  ;28/05/2020                    ;28/05/2020                    ;1844;01/06/2020                    ;00006272            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15687;12041;E0000001            ;ECOMMERCE PENALTY                  ;28/05/2020                    ;28/05/2020                    ;1844;01/06/2020                    ;00006277            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15688;12041;E0000001            ;ECOMMERCE PENALTY                  ;28/05/2020                    ;28/05/2020                    ;1844;01/06/2020                    ;00006278            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15689;12041;E0000001            ;ECOMMERCE PENALTY                  ;28/05/2020                    ;28/05/2020                    ;1844;01/06/2020                    ;00006279            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15690;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;28/05/2020                    ;29/05/2020                    ;1842;01/06/2020                    ;OEP7613             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15691;10323;C000001             ;BIKANER S.A                        ;28/05/2020                    ;29/05/2020                    ;1845;02/06/2020                    ;OEP7612             ;1033;CAR;Promo frecuencia                                                                                                                                                                                                                                               ;48.0;48.0
15692;10320;C100696             ;FARMAPOINT S.C.S                   ;28/05/2020                    ;29/05/2020                    ;1840;01/06/2020                    ;OEP7611             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15693;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;28/05/2020                    ;29/05/2020                    ;1836;29/05/2020                    ;OEP7609             ;1033;CAR;Promo con frecuencia                                                                                                                                                                                                                                           ;80.0;80.0
15694;10317;C000004             ;ORIEN S.A. - FCIA ORIEN            ;28/05/2020                    ;29/05/2020                    ;1832;29/05/2020                    ;OEP7610             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15695;10311;C100703             ;SANTA FE 2000 SOC.EN COMANDITA     ;28/05/2020                    ;29/05/2020                    ;1838;01/06/2020                    ;OEP7607             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;76.0;76.0
15696;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;28/05/2020                    ;29/05/2020                    ;1835;29/05/2020                    ;OEP7608             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;76.0;76.0
15697;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;28/05/2020                    ;29/05/2020                    ;1846;02/06/2020                    ;OEP7606             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;76.0;76.0
15698;10312;C100704             ;SALUD Y BELLEZA SCS                ;28/05/2020                    ;29/05/2020                    ;1839;01/06/2020                    ;OEP7619             ;1033;CAR;Promo frecuencia                                                                                                                                                                                                                                               ;18.0;18.0
15699;10316;C000003             ;FARMACIA PERLES S.A.               ;28/05/2020                    ;29/05/2020                    ;1831;29/05/2020                    ;OEP7618             ;1033;CAR;Promo frecuencia                                                                                                                                                                                                                                               ;20.0;20.0
15700;10305;C100692             ;ORIEN S.A. - FCIA BEIRO            ;28/05/2020                    ;29/05/2020                    ;1837;01/06/2020                    ;OEP7617             ;1033;CAR;Promo frecuencia                                                                                                                                                                                                                                               ;20.0;20.0
15701;10314;C000007             ;ORIEN S.A. - FCIA CORDOBA          ;28/05/2020                    ;29/05/2020                    ;1834;29/05/2020                    ;OEP7616             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;20.0;20.0
15702;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;28/05/2020                    ;29/05/2020                    ;1836;29/05/2020                    ;OEI548              ;1033;CAR;APLICA SOBRE_OCIN_347                                                                                                                                                                                                                                          ;477.0;477.0
15703;10321;C100705             ;TORCUATO VITAL S C S               ;28/05/2020                    ;29/05/2020                    ;1841;01/06/2020                    ;OEP7614             ;1033;CAR;Promo frecuencia                                                                                                                                                                                                                                               ;48.0;48.0
15704;10336;C000006             ;ORIEN S.A. - FCIA DAFLO            ;28/05/2020                    ;29/05/2020                    ;1833;29/05/2020                    ;OEP7615             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15705;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;28/05/2020                    ;29/05/2020                    ;1836;29/05/2020                    ;OEI549              ;1033;CAR;APLICA SOBRE_OCIN_347                                                                                                                                                                                                                                          ;2243.0;2240.0
15706;10320;C100696             ;FARMAPOINT S.C.S                   ;28/05/2020                    ;29/05/2020                    ;1840;01/06/2020                    ;OEP7620             ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;20.0;20.0
15707;10320;C100696             ;FARMAPOINT S.C.S                   ;28/05/2020                    ;01/06/2020                    ;1840;01/06/2020                    ;OEP7622             ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;256.0;245.0
15708;10320;C100696             ;FARMAPOINT S.C.S                   ;28/05/2020                    ;01/06/2020                    ;1840;01/06/2020                    ;OEP7621             ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;338.0;334.0
15709;10321;C100705             ;TORCUATO VITAL S C S               ;28/05/2020                    ;29/05/2020                    ;1841;01/06/2020                    ;OEP7625             ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;196.0;190.0
15710;10321;C100705             ;TORCUATO VITAL S C S               ;28/05/2020                    ;29/05/2020                    ;1841;01/06/2020                    ;OEP7624             ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;127.0;127.0
15711;10321;C100705             ;TORCUATO VITAL S C S               ;28/05/2020                    ;01/06/2020                    ;1841;01/06/2020                    ;OEP7623             ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;54.0;50.0
15712;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;28/05/2020                    ;01/06/2020                    ;1842;01/06/2020                    ;OEP7626             ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;58.0;54.0
15713;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;28/05/2020                    ;01/06/2020                    ;1842;01/06/2020                    ;OEP7627             ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;191.0;185.0
15714;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;28/05/2020                    ;29/05/2020                    ;1842;01/06/2020                    ;OEP7628             ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;237.0;229.0
15716;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;29/05/2020                    ;29/05/2020                    ;1836;29/05/2020                    ;OEP7636             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;120.0;120.0
15717;10317;C000004             ;ORIEN S.A. - FCIA ORIEN            ;29/05/2020                    ;29/05/2020                    ;1832;29/05/2020                    ;OEP7637             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15718;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;29/05/2020                    ;29/05/2020                    ;1846;02/06/2020                    ;OEP7629             ;1033;CAR;Promos fuera frecuencia                                                                                                                                                                                                                                        ;20.0;20.0
15719;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;29/05/2020                    ;29/05/2020                    ;1835;29/05/2020                    ;OEP7634             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;20.0;20.0
15720;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;29/05/2020                    ;29/05/2020                    ;1836;29/05/2020                    ;OEP7635             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;1200.0;1200.0
15721;10311;C100703             ;SANTA FE 2000 SOC.EN COMANDITA     ;29/05/2020                    ;29/05/2020                    ;1838;01/06/2020                    ;OEP7632             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;84.0;84.0
15722;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;29/05/2020                    ;29/05/2020                    ;1835;29/05/2020                    ;OEP7633             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;84.0;84.0
15723;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;29/05/2020                    ;29/05/2020                    ;1846;02/06/2020                    ;OEP7630             ;1033;CAR;Promos fuera frecuencia                                                                                                                                                                                                                                        ;84.0;84.0
15724;10311;C100703             ;SANTA FE 2000 SOC.EN COMANDITA     ;29/05/2020                    ;29/05/2020                    ;1838;01/06/2020                    ;OEP7631             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;20.0;20.0
15725;10312;C100704             ;SALUD Y BELLEZA SCS                ;29/05/2020                    ;29/05/2020                    ;1839;01/06/2020                    ;OEP7646             ;1033;CAR;Promo  fuera frecuencia                                                                                                                                                                                                                                        ;36.0;36.0
15726;10316;C000003             ;FARMACIA PERLES S.A.               ;29/05/2020                    ;29/05/2020                    ;1831;29/05/2020                    ;OEP7645             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;36.0;36.0
15727;10305;C100692             ;ORIEN S.A. - FCIA BEIRO            ;29/05/2020                    ;29/05/2020                    ;1837;01/06/2020                    ;OEP7644             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;36.0;36.0
15728;10314;C000007             ;ORIEN S.A. - FCIA CORDOBA          ;29/05/2020                    ;29/05/2020                    ;1834;29/05/2020                    ;OEP7643             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;36.0;36.0
15729;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;29/05/2020                    ;29/05/2020                    ;1842;01/06/2020                    ;OEP7640             ;1033;CAR;Promos fuera frecuencia                                                                                                                                                                                                                                        ;48.0;48.0
15730;10336;C000006             ;ORIEN S.A. - FCIA DAFLO            ;29/05/2020                    ;29/05/2020                    ;1833;29/05/2020                    ;OEP7642             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15731;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;29/05/2020                    ;29/05/2020                    ;1842;01/06/2020                    ;OEP7641             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15732;10323;C000001             ;BIKANER S.A                        ;29/05/2020                    ;29/05/2020                    ;1845;02/06/2020                    ;OEP7639             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15733;10320;C100696             ;FARMAPOINT S.C.S                   ;29/05/2020                    ;29/05/2020                    ;1840;01/06/2020                    ;OEP7638             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15736;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;29/05/2020                    ;29/05/2020                    ;1836;29/05/2020                    ;OEI550              ;1033;CAR;APLICA SOBRE_OCIN_348                                                                                                                                                                                                                                          ;101.0;92.0
15737;12041;E0000001            ;ECOMMERCE PENALTY                  ;29/05/2020                    ;29/05/2020                    ;1844;01/06/2020                    ;00006281            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15738;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;29/05/2020                    ;02/06/2020                    ;1846;02/06/2020                    ;OEP7649             ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;745.0;726.0
15739;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;29/05/2020                    ;01/06/2020                    ;1846;02/06/2020                    ;OEP7648             ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;418.0;416.0
15740;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;29/05/2020                    ;02/06/2020                    ;1846;02/06/2020                    ;OEP7647             ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;184.0;184.0
15741;10323;C000001             ;BIKANER S.A                        ;29/05/2020                    ;01/06/2020                    ;1845;02/06/2020                    ;OEP7652             ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;209.0;208.0
15742;10323;C000001             ;BIKANER S.A                        ;29/05/2020                    ;01/06/2020                    ;1845;02/06/2020                    ;OEP7651             ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;161.0;157.0
15743;10323;C000001             ;BIKANER S.A                        ;29/05/2020                    ;01/06/2020                    ;1845;02/06/2020                    ;OEP7650             ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;49.0;49.0
15744;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;29/05/2020                    ;01/06/2020                    ;1843;01/06/2020                    ;OEI551              ;1033;CAR;APLICA SOBRE_OCIN_349                                                                                                                                                                                                                                          ;10.0;10.0
15745;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;29/05/2020                    ;01/06/2020                    ;1843;01/06/2020                    ;OEI553              ;1033;CAR;APLICA SOBRE_OCIN_349                                                                                                                                                                                                                                          ;1402.0;1402.0
15746;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;29/05/2020                    ;01/06/2020                    ;1846;02/06/2020                    ;OEP7653             ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;59.0;59.0
15747;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;29/05/2020                    ;01/06/2020                    ;1843;01/06/2020                    ;OEI552              ;1033;CAR;APLICA SOBRE_OCIN_349                                                                                                                                                                                                                                          ;20.0;20.0
15748;11296;05534001            ;Eclipse Visconti - Hatsian N.      ;01/06/2020                    ;01/06/2020                    ;0;                              ;1556                ;1034;PRE;                                                                                                                                                                                                                                                               ;90.0;90.0
15750;12047;06189001            ;FREGOSO PATRICIA SILVIA            ;01/06/2020                    ;01/06/2020                    ;0;                              ;1555                ;1034;PRE;                                                                                                                                                                                                                                                               ;30.0;30.0
15754;12026;00000011            ;VACLOG REPOSICIONES                ;01/06/2020                    ;03/06/2020                    ;0;                              ;MOVINT              ;1034;PRE;NIVEL 3Y4                                                                                                                                                                                                                                                      ;713.0;713.0
15755;12041;E0000001            ;ECOMMERCE PENALTY                  ;01/06/2020                    ;01/06/2020                    ;1898;12/06/2020                    ;00006285            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15756;12041;E0000001            ;ECOMMERCE PENALTY                  ;01/06/2020                    ;01/06/2020                    ;1898;12/06/2020                    ;00006286            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15757;12041;E0000001            ;ECOMMERCE PENALTY                  ;01/06/2020                    ;01/06/2020                    ;1898;12/06/2020                    ;00006287            ;1034;CAR;                                                                                                                                                                                                                                                               ;2.0;2.0
15759;12041;E0000001            ;ECOMMERCE PENALTY                  ;01/06/2020                    ;01/06/2020                    ;1898;12/06/2020                    ;00006289            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15760;12041;E0000001            ;ECOMMERCE PENALTY                  ;01/06/2020                    ;01/06/2020                    ;1898;12/06/2020                    ;00006290            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15761;12041;E0000001            ;ECOMMERCE PENALTY                  ;01/06/2020                    ;01/06/2020                    ;1898;12/06/2020                    ;00006291            ;1034;CAR;                                                                                                                                                                                                                                                               ;1.0;1.0
15762;10323;C000001             ;BIKANER S.A                        ;01/06/2020                    ;01/06/2020                    ;1845;02/06/2020                    ;OEP7660             ;1033;CAR;Entrega con frecuencia                                                                                                                                                                                                                                         ;2.0;2.0
15763;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;01/06/2020                    ;02/06/2020                    ;1851;03/06/2020                    ;OEP7658             ;1033;CAR;Entrega con frecuencia                                                                                                                                                                                                                                         ;2.0;2.0
15764;10312;C100704             ;SALUD Y BELLEZA SCS                ;01/06/2020                    ;02/06/2020                    ;1848;03/06/2020                    ;OEP7659             ;1033;CAR;Entrega con frecuencia                                                                                                                                                                                                                                         ;3.0;3.0
15765;10321;C100705             ;TORCUATO VITAL S C S               ;01/06/2020                    ;02/06/2020                    ;1850;03/06/2020                    ;OEP7656             ;1033;CAR;Entrega con frecuencia                                                                                                                                                                                                                                         ;4.0;4.0
15766;10305;C100692             ;ORIEN S.A. - FCIA BEIRO            ;01/06/2020                    ;02/06/2020                    ;1847;03/06/2020                    ;OEP7657             ;1033;CAR;Entrega con frecuencia                                                                                                                                                                                                                                         ;2.0;2.0
15767;10320;C100696             ;FARMAPOINT S.C.S                   ;01/06/2020                    ;02/06/2020                    ;1849;03/06/2020                    ;OEP7655             ;1033;CAR;Entrega con frecuencia                                                                                                                                                                                                                                         ;3.0;3.0
15768;10311;C100703             ;SANTA FE 2000 SOC.EN COMANDITA     ;01/06/2020                    ;02/06/2020                    ;1852;03/06/2020                    ;OEP7654             ;1033;CAR;Entrega con Frecuencia                                                                                                                                                                                                                                         ;15.0;15.0
15769;10312;C100704             ;SALUD Y BELLEZA SCS                ;01/06/2020                    ;02/06/2020                    ;1848;03/06/2020                    ;OEP7688             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15770;10312;C100704             ;SALUD Y BELLEZA SCS                ;01/06/2020                    ;02/06/2020                    ;1848;03/06/2020                    ;OEP7687             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;84.0;84.0
15771;10316;C000003             ;FARMACIA PERLES S.A.               ;01/06/2020                    ;04/06/2020                    ;1859;04/06/2020                    ;OEP7686             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15772;10305;C100692             ;ORIEN S.A. - FCIA BEIRO            ;01/06/2020                    ;02/06/2020                    ;1847;03/06/2020                    ;OEP7684             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15773;10316;C000003             ;FARMACIA PERLES S.A.               ;01/06/2020                    ;04/06/2020                    ;1859;04/06/2020                    ;OEP7685             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;84.0;84.0
15774;10305;C100692             ;ORIEN S.A. - FCIA BEIRO            ;01/06/2020                    ;02/06/2020                    ;1847;03/06/2020                    ;OEP7683             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;84.0;84.0
15775;10314;C000007             ;ORIEN S.A. - FCIA CORDOBA          ;01/06/2020                    ;03/06/2020                    ;1853;04/06/2020                    ;OEP7682             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;48.0;48.0
15776;10314;C000007             ;ORIEN S.A. - FCIA CORDOBA          ;01/06/2020                    ;03/06/2020                    ;1853;04/06/2020                    ;OEP7681             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;84.0;84.0
15777;10336;C000006             ;ORIEN S.A. - FCIA DAFLO            ;01/06/2020                    ;04/06/2020                    ;1861;04/06/2020                    ;OEP7680             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;60.0;60.0
15778;10336;C000006             ;ORIEN S.A. - FCIA DAFLO            ;01/06/2020                    ;04/06/2020                    ;1861;04/06/2020                    ;OEP7679             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;138.0;138.0
15779;10321;C100705             ;TORCUATO VITAL S C S               ;01/06/2020                    ;02/06/2020                    ;1850;03/06/2020                    ;OEP7678             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;60.0;60.0
15780;10321;C100705             ;TORCUATO VITAL S C S               ;01/06/2020                    ;02/06/2020                    ;1850;03/06/2020                    ;OEP7677             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;138.0;138.0
15781;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;01/06/2020                    ;02/06/2020                    ;1851;03/06/2020                    ;OEP7676             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;60.0;60.0
15782;10322;C100708             ;ALFARO SOCIEDAD EN COMANDITA S     ;01/06/2020                    ;02/06/2020                    ;1851;03/06/2020                    ;OEP7675             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;138.0;138.0
15783;10323;C000001             ;BIKANER S.A                        ;01/06/2020                    ;01/06/2020                    ;1845;02/06/2020                    ;OEP7674             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;60.0;60.0
15784;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;01/06/2020                    ;03/06/2020                    ;1854;04/06/2020                    ;OEP7668             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;252.0;252.0
15785;10323;C000001             ;BIKANER S.A                        ;01/06/2020                    ;01/06/2020                    ;1845;02/06/2020                    ;OEP7673             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;138.0;138.0
15786;10320;C100696             ;FARMAPOINT S.C.S                   ;01/06/2020                    ;02/06/2020                    ;1849;03/06/2020                    ;OEP7672             ;1033;CAR;Promo fuera frecuencia                                                                                                                                                                                                                                         ;60.0;60.0
